ten_quan,diem_trung_binh,dia_chi,gio_mo_cua,gia_ca,lat,lon,url_anh,diem_Không gian,diem_Vị trí,diem_Chất lượng,diem_Phục vụ,diem_Giá cả,thuc_don,url_goc
Cơm Tấm Nguyễn - Bình Tân - Bình Thành,_._,"163 Bình Thành, P.Bình Hưng Hòa B, Quận Bình Tân, TP. HCM",Đang mở cửa  09:00 - 23:00,Đang cập nhật,10.8059397000000,106.5879458000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lx92jxqatuqh5d,--,--,--,--,--,Cơm sườn bì chả (53.000đ) | Cơm sườn + ốp la (46.000đ) | Cơm sườn + bì (46.000đ) | Cơm chả + bì (34.000đ) | Cơm Sườn chả (46.000đ) | Cơm sườn cọng (66.000đ) | Cơm thịt kho trứng (50.000đ) | Cơm sườn (40.000đ) | Cơm sườn kho tiêu (50.000đ) | Cơm bì + ốp la (34.000đ) | Cơm ba rọi (50.000đ) | Cơm chả+ ốp la (34.000đ) | Ốp la (7.000đ) | Cơm Thêm (5.000đ) | Sườn (27.000đ) | Sườn Cọng (47.000đ) | Trứng kho (10.000đ),https://www.foody.vn/ho-chi-minh/com-tam-nguyen-binh-tan-binh-thanh
Sinh Tố Trang - Cách Mạng Tháng 8,_._,"436/66 Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",Đang mở cửa  17:30 - 23:59,20.000đ - 30.000đ,10.7849080000000,106.6710320000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu9hxfagkas88,--,--,--,--,--,Nước ép cà chua (20.000đ),https://www.foody.vn/ho-chi-minh/sinh-to-trang-cach-mang-thang-8
KATINAT - Bàu Cát,5.3,"49 Trương Công Định, P. 13, Quận Tân Bình, TP. HCM",Đang mở cửa  07:00 - 22:30,30.000đ - 100.000đ,10.7951999000000,106.6406987000000,https://down-vn.img.susercontent.com/vn-11134513-820l4-mh1kwzrk1czs78,6.8,5.6,5.4,4.4,4.2,Iki Matcha Tàu Hủ (48.000đ) | Bơ Già Dừa Non (size S) (38.500đ) | CÓC CÓC ĐÁC ĐÁC (48.000đ) | Thanh Hương Camellia (Size L) (45.000đ) | Iki Matcha Latte (59.000đ) | Iki Matcha Tàu Hủ (48.000đ) | Trà Oolong Nướng Sữa (SPF) (42.000đ) | Bơ Già Dừa Non (size L) (69.000đ) | Trà Sữa Chôm Chôm (59.000đ) | Bơ Già Dừa Non (size S) (38.500đ) | CÓC CÓC ĐÁC ĐÁC (48.000đ) | Thanh Hương Camellia (50.000đ) | Mê Dừa Non (49.000đ),https://www.foody.vn/ho-chi-minh/katinat-bau-cat
Lengkeng - Kem Kẹp Singapore Quận 7,_._,"159 Đường Số 17, P. Tân Quy, Quận 7, TP. HCM",Đang mở cửa  11:00 - 22:00,25.000đ - 25.000đ,10.7447610000000,106.7102550000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9y0r9mm3153e,--,--,--,--,--,Kem Cầu Vồng (25.000đ) | Kem cookies (25.000đ) | Kem vani chip (25.000đ) | Kem trà xanh (25.000đ) | Kem sầu riêng (25.000đ) | Kem Bạc Hà (25.000đ) | Kem Phúc Bồn Tử (25.000đ) | Kem socola (25.000đ) | Kem vani (25.000đ) | Kem thạch dừa (25.000đ) | Kem khoai môn (25.000đ) | Kem Xoài (25.000đ) | Kem Bắp (25.000đ) | Kem caramel (25.000đ) | Kem dâu (25.000đ),https://www.foody.vn/ho-chi-minh/lengkeng-kem-kep-singapore-quan-7
Quán Tám Đằng - Lẩu & Nướng,6.0,"Khu Nhà Ở Thanh Nhật, Phạm Thế Hiển, P. 7, Quận 8, TP. HCM",Đang mở cửa  15:00 - 22:00,60.000đ - 150.000đ,10.7069300000000,106.6195800000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfbhhg7fil5ed,6.0,6.0,6.0,6.0,6.0,,https://www.foody.vn/ho-chi-minh/quan-tam-dang-lau-nuong
Cơm Tấm Cô Bé Quận 11 - Tôn Thất Hiệp,_._,"Hẻm 120 Tôn Thất Hiệp, P. 13, Quận 11, TP. HCM",Chưa mở cửa  07:00 - 17:00,30.000đ - 50.000đ,10.7644195000000,106.6525960000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgyuzs7uvh705,--,--,--,--,--,Cơm sườn khô (40.000đ) | Cơm bì chả (30.000đ) | Cơm sườn (35.000đ) | Cơm sườn bì (40.000đ) | Cơm sườn trứng kho (40.000đ) | Cơm sườn ốp la (40.000đ) | Cơm sườn lạp sưởng (40.000đ),https://www.foody.vn/ho-chi-minh/com-tam-co-be-quan-11-ton-that-hiep
Nhỏ Coffee - Tô Hiến Thành,7.0,"339/17 Tô Hiến Thành, P. 12, Quận 10, TP. HCM",Đang mở cửa  06:00 - 22:00,12.000đ - 22.000đ,10.7771670000000,106.6648540000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9buk60yajf9a,9.0,7.0,7.0,6.0,6.0,,https://www.foody.vn/ho-chi-minh/nho-coffee-to-hien-thanh
Papaxốt - Sư Vạn Hạnh,7.2,"758-760 Sư Vạn Hạnh, Quận 10, TP. HCM",Đang mở cửa  09:30 - 21:30,27.000đ - 150.000đ,10.7724964000000,106.6692889000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu4c83zlvb8db,7.9,7.5,7.1,7.1,6.5,Cơm xèo bò nướng (82.000đ) | Cơm xèo gà nướng (62.000đ) | Cơm xèo heo nướng (69.000đ) | Ramen bò nướng (95.000đ) | Mì dẹt gà nướng (62.000đ) | Mì dẹt heo nướng (69.000đ) | Cơm bò hầm bashi (62.000đ) | Ramen bò hầm bashi (69.000đ) | Gà zòn chấm xốt (9 viên) (72.000đ) | Gà zòn chấm xốt (Size M - 5 miếng) (112.000đ) | Gà zòn chấm xốt (12 viên) (92.000đ) | Đùi gà phủ xốt (39.000đ) | Cánh gà phủ xốt (39.000đ) | Gà phủ xốt M (115.000đ) | Gà phủ xốt S (82.000đ),https://www.foody.vn/ho-chi-minh/papaxot-su-van-hanh
Sinh Tố & Giải Khát - Tô Hiến Thành,_._,"198 Tô Hiến Thành, P. 15, Quận 10, TP. HCM",Đang mở cửa  18:00 - 23:00,5.000đ - 25.000đ,10.7800830000000,106.6684120000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe4kgunsjq3f4,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/sinh-to-to-hien-thanh
Khu Ăn Uống Chợ Gò Vấp,_._,"Nguyễn Thái Sơn, Quận Gò Vấp, TP. HCM",Đang mở cửa  06:00 - 22:00,15.000đ - 35.000đ,10.8146720000000,106.6775510000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgc2amjm8yj17,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/khu-an-uong-cho-go-vap
Gỏi Vịt Hoa Đăng - Tô Hiến Thành,5.7,"Hẻm 343 Tô Hiến Thành, P. 12, Quận 10, TP. HCM",Đang mở cửa  15:00 - 22:00,10.000đ - 300.000đ,10.7759001000000,106.6650525000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgdv5n6n3dl1e,6.7,6.0,5.7,5.3,5.0,,https://www.foody.vn/ho-chi-minh/goi-vit-hoa-dang-to-hien-thanh
"HOMECOOK Quận 8 - Cháo Cá, Há Cảo & Sâm Bí Đao",_._,"32A Hoàng Minh Đạo, P. 5, Quận 8, TP. HCM",Chưa mở cửa  10:00 - 18:00,Đang cập nhật,10.7393024000000,106.6574045000000,https://down-vn.img.susercontent.com/vn-11134513-820l4-mhlg3cx1gh6s7e,--,--,--,--,--,Há cảo triều châu (28.000đ) | Sâm bí đao sương sáo hạt chia (12.000đ) | Cháo cá thịt bằm (28.000đ) | Nước sâm mía lao (12.000đ) | Trà tắc (12.000đ) | Trà sữa trân châu (18.000đ) | Yaourt chanh dây (18.000đ) | Yaourt dâu (18.000đ),https://www.foody.vn/ho-chi-minh/homecook-quan-8-chao-ca-ha-cao-sam-bi-dao
Hello Linh Quận 8 - Bánh Tráng Mỡ Hành - 46 Đinh Hoà,_._,"46 Đường Đinh Hòa, P. 13, Quận 8, TP. HCM",Đang mở cửa  12:00 - 22:30,Đang cập nhật,10.7473019000000,106.6596502000000,https://down-vn.img.susercontent.com/vn-11134513-7ra0g-m74xxapt183cf4,--,--,--,--,--,Bánh tráng muối tắc tỏi (25.000đ) | Bánh tráng mỡ hành cay (25.000đ) | Bánh tráng cuốn tóp mỡ (38.000đ) | Trà tắc (22.000đ) | Bánh tráng bơ mỡ hành (25.000đ) | Bánh Tráng Cuốn Bơ Trứng Truyền Thống (38.000đ) | Banh tráng cuốn full topping nhỏ (38.000đ) | Bánh tráng sate tỏi siêu cay ( set tự trộn ) (25.000đ) | Bánh tráng mỡ hành full topping không cay (38.000đ) | Bánh tráng mỡ hành không cay (25.000đ) | Bánh tráng mỡ hành full topping cay (38.000đ) | Bánh tráng sate tỏi siêu cay (25.000đ) | Sâm dứa sữa (22.000đ) | Bánh tráng mỡ hành ( set tự trộn ) (25.000đ) | Trà đường (15.000đ) | Cơm cháy siêu chà bông (25.000đ) | Bánh tráng muối tắc full topping (38.000đ) | Bánh tráng bơ mỡ hành full topping (38.000đ),https://www.foody.vn/ho-chi-minh/hello-linh-quan-8-banh-trang-mo-hanh-46-dinh-hoa
GÀ RÁN NGUYÊN CON QUẬN 11 - Gà Rán - Lạc Long Quân,_._,"1T Lạc Long Quân, P. 5, Quận 11, TP. HCM",Đang mở cửa  14:00 - 22:00,Đang cập nhật,10.7722139000000,106.6438368000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvhwuogm1ehe8,--,--,--,--,--,Gà rán nguyên con (129.000đ) | Khoai tây chiên (25.000đ) | Trà sữa homemade mua 3 tặng 1 (25.000đ) | Gà rán+Khoai tây chiên+Trà sữa (169.000đ),https://www.foody.vn/ho-chi-minh/ga-ran-nguyen-con-quan-11-ga-ran-lac-long-quan
Kí Lô Tea & Coffee - Võ Văn Kiệt,_._,"Lô B Chung Cư Central Garden, 328 Võ Văn Kiệt, P. Cô Giang, Quận 1, TP. HCM",Đang mở cửa  07:00 - 22:00,Đang cập nhật,10.7619518000000,106.6952504000000,https://down-vn.img.susercontent.com/vn-11134513-7ra0g-m9h6m7u5t3ev72,--,--,--,--,--,Ca cao bơ đậu phộng (45.000đ) | Ca cao sữa tươi (39.000đ) | Dừa tắc (32.000đ) | Dừa tắc xí muội (37.000đ) | Trà Sữa Sen Long Nhãn (39.000đ) | Oolong Sữa Trân Châu Hoàng Kim (39.000đ) | Sữa Tươi Trân Châu Đường Đen (39.000đ) | Trà Sữa Sen (39.000đ) | Hồng Trà Sữa (39.000đ) | Trà Lài Sữa Trân Châu Đen (39.000đ) | Trà Sữa Oolong Nhãn Quế Hoa (39.000đ) | Kim Cúc Oolong Sữa (39.000đ) | Trà Sữa Choco (39.000đ) | Cà Phê Kem Muối (32.000đ) | Cà Phê Sữa (32.000đ),https://www.foody.vn/ho-chi-minh/ki-lo-tea-coffee-vo-van-kiet
Tropical Juices - Aeon Mall Tân Phú,_._,"30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",Đang mở cửa  08:00 - 22:00,39.000đ - 39.000đ,10.8012770000000,106.6176570000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwerbyof0gd781,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/tropical-juices-aeon-mall-tan-phu
Chocolate Graphics - Nguyễn Gia Trí,_._,"148 Nguyễn Gia Trí (Đường D2), P. 25, Quận Bình Thạnh, TP. HCM",Chưa mở cửa  12:00 - 20:00,23.000đ - 700.000đ,10.8053800000000,106.7159580000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwg1l1d4f8pn27,--,--,--,--,--,Socola Bỉ Trắng 30% - 500g (390.000đ),https://www.foody.vn/ho-chi-minh/chocolate-graphics-nguyen-gia-tri
Sonkbokki - Cách Mạng Tháng 8,6.2,"285/83/19 Cách Mạng Tháng 8, P. 12, Quận 3, TP. HCM",Đang mở cửa  10:00 - 21:30,20.000đ - 30.000đ,10.7783413000000,106.6769363000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdexxx1xm1l1b,6.5,6.5,6.3,6.0,5.5,,https://www.foody.vn/ho-chi-minh/sonkbokki-banh-gao-cay
K Coffee - Bàu Cát,_._,"11 Lô K Chung Cư Bàu Cát 2, HồNg LạC, P. 10, Quận Tân Bình, TP. HCM",Đang mở cửa  07:00 - 22:00,15.000đ - 35.000đ,10.7868341679583,106.6437409757835,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe4jnv3s7a115,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/k-coffee-bau-cat
Bún Bò Gân Sụn - Chợ Phú Nhuận,7.4,"73/62 Huỳnh Văn Bánh, P. 17, Quận Phú Nhuận, TP. HCM",Chưa mở cửa  06:00 - 11:00,30.000đ - 35.000đ,10.7934439000000,106.6819770000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe6fq5s2k0rde,9.0,9.0,7.0,6.0,6.0,,https://www.foody.vn/ho-chi-minh/bun-bo-gan-sun-cho-phu-nhuan
Teng Teng - Taiwan Tea - Võ Văn Kiệt,7.0,"1398 Võ Văn Kiệt, P. 1, Quận 6, TP. HCM",Đang mở cửa  09:00 - 22:00,25.000đ - 30.000đ,10.7460477000000,106.6535924000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu2g48pnqu149,7.3,7.2,7.2,6.8,6.3,,https://www.foody.vn/ho-chi-minh/teng-teng-taiwan-tea-vo-van-kiet
Phở Thu - Chung Cư KCN Tân Bình,_._,"002 - Lô F Chung Cư KCN Tân Bình, Đường C2, Quận Tân Phú, TP. HCM",Chưa mở cửa  06:00 - 20:00,30.000đ - 40.000đ,10.8147763081652,106.6215516999363,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhxt32dl87v88,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/pho-thu-chung-cu-kcn-tan-binh
Mộc Cafe - Phạm Văn Đồng,_._,"1016 Phạm Văn Đồng, Tp. Thủ Đức, TP. HCM",Đang mở cửa  08:00 - 22:00,20.000đ - 50.000đ,10.8619861000000,106.7541674000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgs9v18e9cp30,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/moc-cafe-pham-van-dong
Truyền Thuyết Champong - Nguyễn Trãi Quận 5,_._,"197 Nguyễn Trãi, P. 2, Quận 5, TP. HCM",Đang mở cửa  10:00 - 21:00,Đang cập nhật,10.7570823000000,106.6775999000000,https://down-vn.img.susercontent.com/vn-11134259-820l4-mgltt4foyvii9a,--,--,--,--,--,Tteobokki - Lẩu Chả Cá (290.000đ) | Tteobokki (140.000đ) | Lẩu Chả Cá (160.000đ) | Mì tương đen- 짜장면 (120.000đ) | Thịt heo chưa ngọt Size Mini-찹쌀탕수육미니 (180.000đ) | Há cảo chiên-군만두 (100.000đ) | Mì tương đen Size lớn-짜장면 곱배기 (140.000đ) | Mì cay bạch tuộc và hải sản đặc biệt-스페셜짬뽕 (200.000đ) | Mì cay bạch tuộc và hải sản đặc biệt Size lớn-스페셜짬뽕 곱배기 (220.000đ) | Mì cay thịt ba chỉ bò Size lớn-차돌박이짬뽕 곱배기 (220.000đ) | Mì cay bạch tuộc và hải sản đặc biệt(nhiều hải sản&bạch tuộc)-특스페셜짬뽕 (300.000đ) | 숙주고기짬뽕 곱배기- Mỳ cay Champong nạc heo giá đỗ size lớn (200.000đ) | Mì cay thịt ba chỉ bò-차돌박이짬뽕 (200.000đ) | Mì tương đen xào hải sản-내가해물짜장 (200.000đ) | Mì tương đen xào hải sản Size lớn-내가해물짜장 곱배기 (220.000đ) | Mì thêm-면사리 (40.000đ),https://www.foody.vn/ho-chi-minh/truyen-thuyet-champong-nguyen-trai-quan-5
Hạt Dẻ Gò Vấp,7.7,"29/7/22 Lê Đức Thọ, P. 7, Quận Gò Vấp, TP. HCM",Đang mở cửa  10:00 - 21:30,25.000đ - 500.000đ,10.8306710000000,106.6812330000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsty7ub1ro9l59,7.9,7.9,7.8,7.7,7.3,Hạt dẻ tươi (chưa rang) - 500gr (95.000đ) | Hạt dẻ rang - 500gr (135.000đ) | Hạt dẻ rang -1kg (270.000đ) | Hạt dẻ rang hút chân không (có hấp nóng) - 500gr (135.000đ),https://www.foody.vn/ho-chi-minh/hat-de-go-vap
Ốc Mười - Trường Sa,_._,"380 Trường Sa, P. 2, Quận Phú Nhuận, TP. HCM",Đang mở cửa  00:01 - 02:00 | 15:00 - 23:59,30.000đ - 200.000đ,10.7959710000000,106.6889590000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw96oed8dqe197,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/oc-muoi-truong-sa
Fitpack - Quán Cơm Văn Phòng - Quận 8,_._,"925/7 Tạ Quang Bửu, P. 5, Quận 8, TP. HCM",Đang mở cửa  09:00 - 21:00,12.000đ - 55.000đ,10.7333720000000,106.6585970000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwf43357ojbt53,--,--,--,--,--,150g Ức gà ăn liền (40.000đ) | 100g Ức gà ăn liền (30.000đ) | Há cảo tôm thịt ( 4 viên) (42.000đ) | Xíu mại sò điệp ( 4 viên) (51.000đ) | Xíu mại thịt ( 4 viên) (42.000đ) | Burger gà 2 bánh (46.000đ) | Steak bò mỹ (138.000đ) | Sốt tứ xuyên 20ml (dùng với ức gà) (5.500đ) | Sốt tiêu đen 20ml (dùng với ức gà) (5.500đ) | Sốt teriyaki 20ml (dùng với ức gà) (5.500đ) | Sốt teriyaki 200ml (dùng với ức gà) (55.000đ) | Sốt Mustard Cream (dùng cho steak) (33.000đ) | Sốt Smoked BBQ (dùng cho steak) (33.000đ) | Sốt Rosemary (dùng cho steak) (33.000đ),https://www.foody.vn/ho-chi-minh/fitpack-quan-com-van-phong-quan-8
Casa Cafe - Trường Sa,7.7,"1010 Trường Sa, P. 12, Quận 3, TP. HCM",Đang mở cửa  07:00 - 22:00,15.000đ - 40.000đ,10.7869760000000,106.6744120000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhy5ospkic9b7,8.0,7.8,7.8,7.5,7.3,,https://www.foody.vn/ho-chi-minh/casa-cafe-truong-sa
Cherry Coffee - Hoàng Sa,_._,"641 Hoàng Sa, P. 7, Quận 3, TP. HCM",Chưa mở cửa  06:00 - 19:00,15.000đ - 20.000đ,10.7840604000000,106.6799067000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8qcfhvdluh0f,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/cherry-coffee-hoang-sa
Gỏi Cuốn Tân Bình - Hà Bá Tường,_._,"41 Hà Bá Tường, P. 12, Quận Tân Bình, TP. HCM",Chưa mở cửa  10:00 - 20:00,10.000đ - 120.000đ,10.7946549000000,106.6455383000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsva411wqxmsdc,--,--,--,--,--,Gỏi cuốn tôm thịt (5 cuốn) (48.000đ) | Gỏi cuốn tôm tai heo (5 cuốn) (48.000đ) | Gỏi cuốn tôm thịt (20 Cuốn) + 2 Rau Má Đậu Xanh (220.000đ) | Gỏi cuốn tôm thịt (10 cuốn) + 2 Trà Tắc (120.000đ) | Gỏi cuốn tôm thịt (10 cuốn) (95.000đ) | Gỏi cuốn tôm (5 cuốn) (52.000đ) | Gỏi cuốn tôm thịt (10.000đ) | Gỏi cuốn tôm tai heo (10.000đ) | Gỏi cuốn tôm (11.000đ) | Gỏi đu đủ tôm tai heo (1 hộp) (42.000đ) | Gỏi đu đủ tôm tai heo thịt nạc (1 hộp) (45.000đ) | Bún mắm nêm tai heo tôm thịt (42.000đ) | Bún mắm nêm tai heo thịt nạc (42.000đ) | Nước mía (20.000đ),https://www.foody.vn/ho-chi-minh/goi-cuon-tan-binh-ha-ba-tuong
Mojito Tô Hiến Thành,7.7,"336 Tô Hiến Thành, P.14, Quận 10, TP. HCM",Đang mở cửa  Cả ngày | 06:00 - 22:00,8.000đ - 45.000đ,10.7727728000000,106.6607516999999,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8ysl1o1ckb04,8.5,8.0,7.5,7.5,7.0,,https://www.foody.vn/ho-chi-minh/mojito-to-hien-thanh
A1 Restaurant - Tân Bình,8.8,"1A Đồng Nai, P. 2, Quận Tân Bình, TP. HCM",Đang mở cửa  10:00 - 22:00,70.000đ - 500.000đ,10.8078680000000,106.6651700000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwerbd6aipcp83,9.0,9.0,8.8,8.7,8.3,,https://www.foody.vn/ho-chi-minh/a1-restaurant-tan-binh
Quán 2 Nì - Cơm & Lẩu 1 Người,_._,"19/5 Hoàng Việt, P. 4, Quận Tân Bình, TP. HCM",Đang mở cửa  16:00 - 21:00,35.000đ - 50.000đ,10.7964110000000,106.6603510000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbec2ems7a3ab,--,--,--,--,--,Cơm Đùi Gà Sốt Me (35.000đ) | Cơm Cá Chiên Muối Xả (35.000đ) | Cơm Cánh Gà Bơ Tỏi (35.000đ) | Cơm Ức Gà Sốt Cay (35.000đ) | Cơm Sườn Non (35.000đ) | Cơm Bò Xào Chua Ngọt (35.000đ) | Cơm Tôm Rang Tỏi (35.000đ) | Cơm Ba Rọi Kimchi (35.000đ) | Cơm Bò Xào KimChi (35.000đ) | Cơm Hải Sản KimChi (50.000đ) | Lẩu Hải Sản KimChi (50.000đ) | Lẩu Ba Rọi KimChi (50.000đ),https://www.foody.vn/ho-chi-minh/quan-2-ni-com-lau-1-nguoi
Ốc Bun - Cách Mạng Tháng 8,_._,"766/92/4 Cách Mạng Tháng 8, P. 5, Quận Tân Bình, TP. HCM",Đang mở cửa  16:00 - 23:00,50.000đ - 50.000đ,10.7901340000000,106.6634490000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv115dtb25523,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/oc-bun-cach-mang-thang-8
ỐC BỤI QUẬN 12 - Lê Đức Thọ,_._,"9 Lê Đức Thọ, P. Thới An, Quận 12, TP. HCM",Đang mở cửa  00:01 - 03:00 | 16:00 - 23:59,Đang cập nhật,10.8612115000000,106.6498652000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lvid3eto2esk6f,--,--,--,--,--,Bò xào thiên lý (129.000đ) | Bò xào khổ qua / củ hành (129.000đ) | Cơm chiên Hải sản (132.000đ) | Cơm chiên dương chân châu (132.000đ) | Cơm chiên cua (132.000đ) | Cơm  chiên trứng tỏi (92.000đ) | Sò dẹo nướng mỡ hành (89.000đ) | Sò dẹo nướng tiêu (89.000đ) | Mì xào Hải sản (146.000đ) | Mì xào thập cảm (146.000đ) | Mì xào bò (146.000đ) | Xào Singapore (146.000đ) | Ốc bông xào bơ cay (115.000đ) | Ốc bông sốt trứng muối (115.000đ) | Ốc bông cháy tỏi / rang me (115.000đ),https://www.foody.vn/ho-chi-minh/oc-bui-quan-12-le-duc-tho
Bột Chiên Khoai Môn - Chợ Phú Nhuận,_._,"Kiot 5 Chợ Phú Nhuận, Phan Đình Phùng, P. 17, Quận Phú Nhuận, TP. HCM",Đang mở cửa  18:00 - 23:30,25.000đ - 30.000đ,10.7946980000000,106.6833260000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe7jnrkb5y1a6,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/bot-chien-khoai-mon-cho-phu-nhuan
Fruité - Tân Phú,_._,"106 Bình Long, P. Phú Thạnh, Quận Tân Phú, TP. HCM",Đang mở cửa  09:00 - 22:00,Đang cập nhật,10.7774323000000,106.6212423000000,https://down-vn.img.susercontent.com/vn-11134259-7ras8-mc8z4b8m7k9v55,--,--,--,--,--,Chado Berry Latte - Matcha Dâu  Latte (60.000đ) | Chado Latte Satoen - Matcha Latte Oatmilk (55.000đ) | Chado Coco Satoen - Matcha Nước Dừa (60.000đ) | Chado Coco Sato Creamy - Matcha Cream Nước Dừa (69.000đ) | Ổi Nữ Hoàng (50.000đ) | Củ Sắn ( Củ Đậu ) (50.000đ) | Dưa Lưới (50.000đ) | Chado Cococha - Cà Phê Cốt Dừa (49.000đ) | An Latte Kangoshima - Matcha Latte Oatmilk (55.000đ) | Chado Coco Kagoshima - Matcha Nước Dừa Thanh Mát (60.000đ) | An Coco Kago Creamy - Matcha Cream Nước Dừa (60.000đ) | Chado Latte Kyoto Premium (80.000đ),https://www.foody.vn/ho-chi-minh/fruite-tan-phu
URS Café - Sư Vạn Hạnh,7.4,"206 Sư Vạn Hạnh, P. 2, Quận 10, TP. HCM",Đang mở cửa  09:00 - 21:00,40.000đ - 60.000đ,10.7610620000000,106.6731800000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwh7rlqrli3f90,8.0,8.0,7.0,7.0,7.0,,https://www.foody.vn/ho-chi-minh/urs-cafe-su-van-hanh
